2023-11-11 21:54:44.897536,table,67.0,"[442.78912, 187.05646, 534.55524, 315.89566]"
2023-11-11 21:54:45.987031,table,67.0,"[442.75305, 187.10034, 534.67505, 315.8686]"
2023-11-11 21:54:47.058428,table,67.0,"[442.7032, 187.0697, 534.80524, 316.06467]"
2023-11-11 21:54:48.216281,table,67.0,"[443.5481, 187.12155, 534.5863, 316.02124]"
2023-11-11 21:54:49.392645,table,67.0,"[443.37512, 187.3194, 534.5215, 315.98004]"
2023-11-11 21:54:50.498710,table,67.0,"[443.4201, 187.25714, 534.42017, 315.93384]"
2023-11-11 21:54:51.629244,table,67.0,"[443.2788, 187.24734, 534.6805, 315.9484]"
2023-11-11 21:54:52.769128,table,67.0,"[443.60083, 187.46219, 534.35596, 315.90823]"
2023-11-11 21:54:53.851442,table,67.0,"[443.0819, 187.07098, 534.71106, 315.87772]"
2023-11-11 21:54:54.967517,table,67.0,"[443.09467, 187.3197, 534.51086, 315.9995]"
2023-11-11 21:54:56.005281,table,67.0,"[443.58502, 187.41699, 534.4552, 315.90582]"
2023-11-11 21:54:57.057919,table,67.0,"[443.67633, 187.37378, 534.42267, 315.86218]"
2023-11-11 21:54:58.128160,table,67.0,"[443.01697, 187.12015, 534.3441, 315.84482]"
2023-11-11 21:54:59.236252,table,67.0,"[443.27527, 187.0169, 534.4332, 315.825]"
2023-11-11 21:55:00.393902,table,67.0,"[443.3692, 187.28983, 534.55646, 315.8634]"
2023-11-11 21:55:01.570701,table,67.0,"[443.41705, 187.30893, 534.507, 315.80927]"
2023-11-11 21:55:02.717673,table,67.0,"[443.42633, 187.48132, 534.5485, 315.93488]"
2023-11-11 21:55:03.836883,table,67.0,"[443.0144, 187.2255, 534.5649, 315.93063]"
2023-11-11 21:55:04.989529,table,67.0,"[443.48285, 187.30121, 534.32245, 315.80792]"
2023-11-11 21:55:06.087633,table,67.0,"[443.25018, 187.16928, 534.6956, 315.95425]"
2023-11-11 21:55:07.127810,table,67.0,"[443.5108, 187.33185, 534.4068, 315.91528]"
2023-11-11 21:55:08.295551,table,67.0,"[443.29205, 187.25781, 534.4266, 315.96436]"
2023-11-11 21:55:09.483077,table,67.0,"[443.36053, 187.37119, 534.3052, 315.7862]"
2023-11-11 21:55:10.626886,table,67.0,"[443.10272, 187.37927, 534.51984, 316.0021]"
2023-11-11 21:55:11.849774,table,67.0,"[443.15765, 187.42276, 534.53296, 315.91574]"
2023-11-11 21:55:12.921692,table,67.0,"[443.62964, 187.53772, 534.30945, 315.8319]"
2023-11-11 21:55:14.042756,table,67.0,"[443.2428, 187.24777, 534.33594, 315.82712]"
2023-11-11 21:55:15.280111,table,67.0,"[442.6092, 187.54279, 534.5495, 316.102]"
2023-11-11 21:55:16.400688,table,67.0,"[443.84613, 187.03665, 534.55756, 315.88312]"
2023-11-11 21:55:17.456478,table,67.0,"[443.0515, 187.25775, 534.2699, 315.82513]"
2023-11-11 21:55:18.508800,table,67.0,"[442.90802, 187.31326, 534.74884, 315.9189]"
2023-11-11 21:55:19.567745,table,67.0,"[443.72205, 187.42233, 534.6017, 315.8607]"
2023-11-11 21:55:20.692121,table,67.0,"[443.28088, 187.38394, 534.6406, 315.88092]"
2023-11-11 21:55:21.853210,table,67.0,"[443.20947, 186.98318, 534.7307, 316.05954]"
2023-11-11 21:55:22.951713,table,67.0,"[443.72528, 187.17606, 534.5703, 315.78214]"
2023-11-11 21:55:24.033124,table,67.0,"[443.45703, 187.25, 534.529, 316.0244]"
2023-11-11 21:55:25.232884,table,67.0,"[443.289, 187.26428, 534.57355, 315.93024]"
2023-11-11 21:55:26.360440,table,67.0,"[443.15393, 187.10367, 534.31384, 316.01736]"
2023-11-11 21:55:27.442837,table,67.0,"[443.36914, 187.1568, 534.4054, 315.80695]"
2023-11-11 21:55:28.659867,table,67.0,"[443.61224, 187.3457, 534.3392, 315.94006]"
2023-11-11 21:55:30.953983,table,67.0,"[443.0561, 187.28519, 534.47284, 315.95248]"
